stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
3377704015497077,ARBRA|MNLP_**_D5ABA,Aristide Briand,45.7738,3.06391,0,1970329131942550
3377704015497018,24CEA|MNLP_**_24CEA,CEBAZAT CHU L.Michel,45.8398,3.09201,0,1970329131941902
3377704015497083,COACT|MNLP_**_CAMUS,Collège A. Camus,45.8081,3.10825,0,1970329131942437
3377704015497084,CRNES|MNLP_**_21CNR|MNLP_**_24CNR|MNLP_**_31CNR,Croix de Neyrat,45.8146,3.10714,0,1970329131941918
3377704015497078,ARBRR|MNLP_**_D5ABR,Aristide Briand,45.7741,3.06378,0,1970329131942550
3377704015497079,CECHR|MNLP_**_21CER|MNLP_**_24CER,CEBAZAT CHU L.Michel,45.8397,3.092,0,1970329131941902
3377704015497087,HEBAA|MNLP_**_07HBA,Henri Barbusse,45.7839,3.08439,0,1970329131942151
3377704015497088,JUGUA|MNLP_**_10JGA,Jules Guesde,45.7777,3.06377,0,1970329131942538
3377704015497099,MNLP_**_21SGR|MNLP_**_A1SGA|STGMS,Stade G. Montpied,45.8129,3.12112,0,1970329131942531
3377704015497100,MNLP_**_03SGR|MNLP_**_21SMR|STGMT,Stade G. Montpied,45.813,3.12169,0,1970329131942531
3377704015497096,MNLP_**_20SAA|SARES,Sarre,45.8355,3.09608,0,1970462275928190
3377704015497089,JUGUR|MNLP_**_10JGR,Jules Guesde,45.7776,3.06441,0,1970329131942538
3377704015497090,LEBLB|MNLP_**_50LBA|MNLP_**_A1LBA,Léon Blum,45.7622,3.09713,0,1970329131941946
3377704015497097,MNLP_**_21SLA|SOLAA,Solayer,45.8103,3.11112,0,1970329131942551
3377704015497103,MNLP_**_20TFA|MNLP_**_31TFR|TRFER,Trois Fées,45.837,3.10495,0,1970329131942540
3377704015497104,MNLP_**_10VEA|MNLP_**_21VEA|MNLP_**_A1VER|VEGNB,Les Vergnes,45.8133,3.12909,0,1970329131941951
3377704015497098,MNLP_**_21SLR|SOLAR,Solayer,45.8104,3.11102,0,1970329131942551
3377704015497105,MNLP_**_10VER|MNLP_**_21VER|MNLP_**_A1VEA|VEGNS,Les Vergnes,45.8131,3.12918,0,1970329131941951
3377704015497108,MNLP_**_03VVA|VIVIA,Viviani,45.8072,3.11855,0,1970329131942539
3377704015497109,MNLP_**_20VVR|MNLP_**_21VVA|VIVIB,Viviani,45.8071,3.11913,0,1970329131942539
